Period,InvCapBank,InvResBank,InvComBank,InvComLoan,InvLabBank,InvMacro,ConsumRes,ConsumLab,ConsumCap,Demand,DemandPlan,DemandSurplus,GoodProduction,GoodPrice,Investment,InvestmentRes,InvestmentLab,Repayment,WagesPayment,RepaysPayment,Diff,DividendDecision,DividendPayment,DividendIncome,AccLabBank,AccLabLab,AccLabGood,AccResBank,AccResRes,AccResGood,AccCapBank,AccCapDiv,AccCapGood,AccComBank,AccComLoan,AccComDiv,AccComRes,AccComLab,AccComGood,AccBankComLoan,AccBankComBank,AccBankLabBank,AccBankResBank,AccBankCapBank
34,0.0,0.0,0.0,0.0,0.0,0.0,129.0061311084548,314.16045979318324,90.76167499179667,533.9282658934347,708.6044191873186,-174.67615329388389,8.32736719967528,85.09345177128135,161.3846346045714,129.10770768365714,32.276926920914285,16.13846346045714,314.9352974165861,157.46764870829304,1.535777238796868,92.86421181636865,92.26646945067296,92.26646945067296,330.6952208349297,2563.976948063618,3.8839807787381924,161.25766388556852,3211.4897514324866,2.1644093397038717,151.2694583196611,92.26646945067296,1.7446413806224685,231.58461307637282,874.8069561165327,92.26646945067296,5.1614084963235625,26.182361213238764,92.56642240577787,874.8069561165327,231.58461307637253,330.6952208349297,161.25766388556852,151.2694583196611
35,0.0,0.0,0.0,0.0,0.0,0.0,129.0873923686167,314.8965555354159,91.66455166712244,535.6484995711551,711.4441073127656,-175.79560774161052,8.341459377099238,85.29012432356555,160.827007590729,128.66160607258323,32.165401518145806,16.0827007590729,316.19738102789586,158.09869051394787,0.6536177310883886,93.34619878573115,92.86421181636865,92.86421181636865,331.4700584583326,2637.732339945569,3.8861454020671795,161.35924046077085,3306.3254431251403,2.1653751939942127,152.7742527785374,92.86421181636865,1.7644682961908207,233.1203903151697,878.7239420128111,92.86421181636865,5.164308307346286,26.244608118048845,94.61917910629799,878.7239420128111,233.1203903151694,331.4700584583326,161.35924046077085,152.7742527785374
36,0.0,0.0,0.0,0.0,0.0,0.0,128.7467633317899,316.1323397532719,92.38434775667015,537.2634508417319,715.038471063679,-177.7750202219471,8.357144688635872,85.56014017993435,159.8441703741149,127.87533629929192,31.96883407482298,15.98441703741149,317.7948760283018,158.8974380141509,-0.8062279116289801,93.50960321850323,93.34619878573113,93.34619878573113,332.7708839508125,2711.382558193244,3.886370777254449,160.93345416473738,3401.178978882237,2.1631218113785877,153.9739129277836,93.34619878573113,1.780525482995519,233.77400804625807,881.4522590895923,93.34619878573113,5.14646424290333,26.34978175232466,96.68032755854662,881.4522590895923,233.7740080462578,332.7708839508125,160.93345416473738,153.9739129277836
37,0.0,0.0,0.0,0.0,0.0,0.0,128.0496217057915,317.7117492145503,92.96145837410675,538.7228292944486,718.1935151751524,-179.47068588070374,8.373695832491634,85.76780546391669,159.0054425297876,127.20435402383008,31.80108850595752,15.900544252978758,319.1971178556233,159.5985589278116,-1.7813622015320334,93.18711205385165,93.50960321850323,93.50960321850323,334.43342022584244,2784.8996518575523,3.88917386622007,160.0620271322394,3496.0639654302654,2.1536882076936186,154.9357639568446,93.50960321850323,1.7919693843634439,232.9677801346291,882.3989914495563,93.50960321850323,5.115013451971676,26.482906335691823,98.75810606437986,882.3989914495563,232.9677801346288,334.43342022584244,160.0620271322394,154.9357639568446
38,0.0,0.0,0.0,0.0,0.0,0.0,127.37340756022239,319.1228494235696,93.29034528074463,539.7866022645367,720.1616818051389,-180.3750795406022,8.388360348236453,85.8524970206536,158.55932244361907,126.84745795489526,31.711864488723815,15.855932244361906,320.07185858006176,160.03592929003085,-1.7964331706838266,92.47456717323882,93.18711205385165,93.18711205385165,335.9187888669154,2858.29989203625,3.898782798329811,159.21675945027798,3590.975791269312,2.1390865031657613,155.48390880124106,93.18711205385165,1.800661333945777,231.18641793309706,881.8058750515322,93.18711205385165,5.088174160953202,26.599759821301944,100.85062417079462,881.8058750515322,231.18641793309666,335.9187888669154,159.21675945027798,155.48390880124106
39,0.0,0.0,0.0,0.0,0.0,0.0,126.95264787596066,320.02440812223716,93.22840534460883,540.2054613428066,720.9510477766416,-180.745586433835,8.398342190051533,85.84444780431336,158.37680433881513,126.70144347105212,31.67536086776303,15.837680433881513,320.4226879007296,160.2113439503648,-1.2277768137636258,91.7559939049653,92.47456717323882,92.47456717323882,336.86779802340754,2931.6272371545783,3.9120453453049953,158.69080984495082,3685.901892951116,2.125356736080883,155.38067557434806,92.47456717323882,1.8068997336972046,229.38998476241323,880.3292682051205,92.47456717323882,5.073898318195812,26.672654881671818,102.95161232839253,880.3292682051205,229.38998476241284,336.86779802340754,158.69080984495082,155.38067557434806
40,0.0,0.0,0.0,0.0,0.0,0.0,126.75168435203382,320.4027739118049,92.77610244178683,539.9305607056256,720.8410334860909,-180.91047278046528,8.402291590453654,85.79100424282841,158.29562448059812,126.6364995844785,31.659124896119625,15.829562448059812,320.3737926604848,160.1868963302424,-0.7269972939474201,91.26488317945984,91.7559939049653,91.7559939049653,337.26607780189994,3004.9253464961844,3.9235592441887723,158.43960544004227,3780.833835212274,2.116475498904006,154.62683740297805,91.7559939049653,1.808775445202478,228.1622079486496,878.4947285935707,91.7559939049653,5.068057738842085,26.701890658394134,105.0571135117172,878.4947285935707,228.1622079486492,337.26607780189994,158.43960544004227,154.62683740297805
41,0.0,0.0,0.0,0.0,0.0,0.0,126.65953653798957,320.3752417230509,92.1640373196939,539.1988155807344,719.9951204622475,-180.79630488151315,8.400495774228578,85.70864622908105,158.35183068720914,126.68146454976733,31.67036613744183,15.835183068720914,319.9978313165545,159.99891565827724,-0.39244843611538727,90.97408426188088,91.26488317945984,91.26488317945984,337.2370965505799,3078.227530441144,3.930867592428898,158.32442067248695,3875.768375228895,2.1123899120119907,153.60672886615652,91.26488317945984,1.8049301155278985,227.4352106547022,876.6034567439262,91.26488317945984,5.06545998337914,26.697816055040406,107.16584827216371,876.6034567439262,227.4352106547018,337.2370965505799,158.32442067248695,153.60672886615652
42,0.0,0.0,0.0,0.0,0.0,0.0,126.67707894741177,320.0167018368793,91.62454483555346,538.3183256198445,718.6907155628921,-180.37238994304766,8.394637670191308,85.6130715581574,158.5606479087676,126.84851832701409,31.712129581753523,15.856064790876761,319.4180958057299,159.70904790286488,-0.07077276887753214,90.81710488743472,90.97408426188088,90.97408426188088,336.85968614408347,3151.561044498098,3.9345004681834994,158.3463486842647,3970.701116646904,2.1115087963732098,152.70757472592246,90.97408426188088,1.7972898977305847,227.0427622185868,874.956371772858,90.97408426188088,5.067258581990692,26.66648594304621,109.2752772835412,874.956371772858,227.0427622185864,336.85968614408347,158.3463486842647,152.70757472592246
43,0.0,0.0,0.0,0.0,0.0,0.0,126.81423045109364,319.44802610728726,91.23426849134992,537.4965250497308,717.5247752107456,-180.02825016101474,8.3870211187651,85.55180260669161,158.73030615491714,126.98424492393372,31.74606123098343,15.873030615491714,318.8999000936647,159.44995004683233,0.07563125278250027,90.80014046780109,90.81710488743471,90.81710488743471,336.261080112934,3224.9428698476204,3.9346670924481337,158.51778806386704,4065.6271759138235,2.1130991069324376,152.05711415224988,90.81710488743471,1.7891327281905418,226.97198944970927,873.8079717787608,90.81710488743471,5.073940733080563,26.618174650477485,111.38210964757477,873.8079717787608,226.97198944970887,336.261080112934,158.51778806386704,152.05711415224988
44,0.0,0.0,0.0,0.0,0.0,0.0,126.95024202936571,318.9273063943458,90.9839703290008,536.8615187527123,716.3711060009081,-179.50958724819577,8.380004069592566,85.48577065735695,158.98623572542922,127.18898858034339,31.797247145085848,15.898623572542922,318.3871582226258,159.1935791113129,0.277888096058291,90.86073149540546,90.8001404678011,90.8001404678011,335.7129540993114,3298.3678781731483,3.9307052450323576,158.68780253670712,4160.547806116866,2.1162390065446814,151.63995054833467,90.8001404678011,1.7820744373088933,227.04762070249177,873.0883278868457,90.8001404678011,5.079369796957349,26.57499167447206,113.48642825543229,873.0883278868457,227.04762070249126,335.7129540993114,158.68780253670712,151.63995054833467
45,0.0,0.0,0.0,0.0,0.0,0.0,127.14123927014785,318.4141656312118,90.87367241228097,536.4290773136406,715.2918265052942,-178.86274919165362,8.374072261719196,85.41744137737413,159.30580376867312,127.44464301493849,31.861160753734623,15.930580376867312,317.9074784467974,158.9537392233987,0.5682889017734851,91.01544685468606,90.86073149540545,90.86073149540545,335.1728059275914,3371.8356149879296,3.9273000894491923,158.9265490876848,4255.4602465736525,2.1199170031072185,151.45612068713496,90.86073149540545,1.7771469078143827,227.32550879855006,872.880984500962,90.86073149540545,5.087559543213735,26.532263185218824,115.58630506379264,872.880984500962,227.32550879854966,335.1728059275914,158.9265490876848,151.45612068713496
46,0.0,0.0,0.0,0.0,0.0,0.0,127.38396226598036,317.93281280601815,90.86590786215565,536.1826829341542,714.6072847853691,-178.4246018512149,8.369436961851626,85.382958022456,159.52251546629196,127.61801237303358,31.904503093258395,15.952251546629196,317.6032376823863,158.8016188411931,0.6668826491470554,91.25755147750148,91.01544685468605,91.01544685468605,334.66611874317704,3445.3433251173633,3.924106792293738,159.22995283247545,4350.362460853055,2.124444402048762,151.44317977025943,91.01544685468605,1.774736010523052,227.89379770032355,873.2330490462364,91.01544685468605,5.09778572059754,26.492289870566452,117.68028898917666,873.2330490462364,227.89379770032315,334.66611874317704,159.22995283247545,151.44317977025943
47,0.0,0.0,0.0,0.0,0.0,0.0,127.57120235162293,317.6197164385679,90.9556312576739,536.1465500478647,714.4625400768487,-178.31599002898395,8.36665003621074,85.39409883103336,159.57626663654784,127.66101330923829,31.91525332730957,15.957626663654784,317.53890670082166,158.7694533504108,0.49589184644025863,91.49865591675429,91.25755147750147,91.25755147750147,334.3365436195451,3518.876388643831,3.919815064196971,159.46400293952865,4445.2577403581345,2.129246522221886,151.59271876278984,91.25755147750147,1.774110378528799,228.5606803494706,873.9539456713352,91.25755147750147,5.104720494921344,26.466936473532186,119.76998705051916,873.9539456713352,228.5606803494702,334.3365436195451,159.46400293952865,151.59271876278984
48,0.0,0.0,0.0,0.0,0.0,0.0,127.64305111771522,317.54294718770893,91.13678338957044,536.3227816949945,714.7194109248907,-178.39662922989612,8.366151290100461,85.42989316612135,159.5363577371422,127.62908618971376,31.90727154742844,15.95363577371422,317.65307152217366,158.8265357610868,0.2517900424082882,91.6603973847256,91.49865591675427,91.49865591675427,334.2557338817989,3592.414813085429,3.9154481956618397,159.553813897144,4540.151299825765,2.132685176504415,151.8946389826174,91.49865591675427,1.7747719822894472,229.05657219591086,874.7607589574721,91.49865591675427,5.106440532369532,26.461575558401805,121.85814059356214,874.7607589574721,229.05657219591058,334.2557338817989,159.553813897144,151.8946389826174
49,0.0,0.0,0.0,0.0,0.0,0.0,127.63187917531405,317.6475653054504,91.35390690588075,536.6333513866452,715.1590768069761,-178.5257254203309,8.36767674312021,85.46686239940736,159.47248116042147,127.57798492833717,31.894496232084293,15.947248116042147,317.8484785808783,158.92423929043912,0.09473236268649998,91.73755474973065,91.6603973847256,91.6603973847256,334.36585821626363,3665.9437237919146,3.9127728111558975,159.53984896914255,4635.046136378176,2.1339318638611244,152.25651150980124,91.6603973847256,1.776710822181482,229.30836223831915,875.4705809335275,91.6603973847256,5.1051634475885495,26.471089293514467,123.9463631421143,875.4705809335275,229.30836223831886,334.36585821626363,159.53984896914255,152.25651150980124
50,0.0,0.0,0.0,0.0,0.0,0.0,127.58876377773254,317.83843291710684,91.53780119318765,536.964997888027,715.6521313766991,-178.6871334886721,8.370337764868925,85.49859652980274,159.39264101376313,127.5141128110105,31.878528202752626,15.939264101376313,318.0676139451996,159.0338069725998,0.0045504232497251,91.76192040388972,91.73755474973066,91.73755474973066,334.56677149169144,3739.4563505768415,3.912255307974535,159.48595472216567,4729.943016981042,2.133528859602518,152.56300198864608,91.73755474973066,1.7795653470964958,229.40309460100565,876.0188228035097,91.73755474973066,5.103119397133486,26.48737321507319,126.03519289914968,876.0188228035097,229.40309460100536,334.56677149169144,159.48595472216567,152.56300198864608
51,0.0,0.0,0.0,0.0,0.0,0.0,127.52904300435495,318.056154893795,91.65765332711345,537.2428512252634,716.1457888166233,-178.9029375913599,8.373225311356727,85.5280685980472,159.28593618193958,127.42874894555166,31.857187236387915,15.928593618193958,318.2870172518326,159.14350862591627,-0.09240781998721559,91.76305800970215,91.76192040388972,91.76192040388972,334.79595251978424,3812.9507160814082,3.913082359257102,159.41130375544367,4824.842452468602,2.1323493966329194,152.7627555451891,91.76192040388972,1.7824612709752972,229.40764502425537,876.377656844673,91.76192040388972,5.10056451244042,26.5056344954333,128.12513519927137,876.377656844673,229.4076450242551,334.79595251978424,159.41130375544367,152.7627555451891
52,0.0,0.0,0.0,0.0,0.0,0.0,127.44880775731231,318.27547413393074,91.72021357317921,537.4444954644223,716.566136289252,-179.12164082482968,8.375804582061651,85.55191674647139,159.1778471514197,127.34227772113577,31.835569430283943,15.917784715141972,318.4738383507787,159.23691917538932,-0.19375064116400154,91.72609488170727,91.76305800970215,91.76305800970215,335.02681487782183,3886.426797977089,3.9143883312718293,159.31100969664038,4919.74530251078,2.1307830707822557,152.86702262196536,91.76305800970215,1.7846520302872075,229.31523720426816,876.5200844006962,91.76305800970215,5.097149957822066,26.523918104319378,130.21688052362964,876.5200844006962,229.31523720426787,335.02681487782183,159.31100969664038,152.86702262196536
53,0.0,0.0,0.0,0.0,0.0,0.0,127.36358372837108,318.4639201399363,91.74592023509298,537.5734241034004,716.8438759484455,-179.27045184504516,8.37779916243921,85.5647004719716,159.10432911449064,127.28346329159251,31.820865822898128,15.910432911449064,318.59727819930913,159.29863909965457,-0.22772225437245197,91.64859462524167,91.72609488170727,91.72609488170727,335.2251790946698,3959.8873114478574,3.91598058940351,159.20447966046385,5014.651611401934,2.128959670885817,152.90986705848832,91.72609488170727,1.7859608545369277,229.12148656310416,876.4610123767267,91.72609488170727,5.093691108845431,26.539486529231553,132.31059914077818,876.4610123767267,229.12148656310387,335.2251790946698,159.20447966046385,152.90986705848832
54,0.0,0.0,0.0,0.0,0.0,0.0,127.29948737894823,318.59061029634046,91.73402502306155,537.6241226983502,717.0121862802537,-179.38806358190345,8.379091499494425,85.5715904669995,159.04624092098652,127.23699273678922,31.809248184197305,15.904624092098652,318.67208279122383,159.33604139561191,-0.22334792952983662,91.55750572349268,91.64859462524166,91.64859462524166,335.3585371540426,4033.337538264582,3.917706759916278,159.12435922368527,5109.560272870271,2.127194061234032,152.8900417051026,91.64859462524166,1.7866246433529755,228.8937643087317,876.2667023915628,91.64859462524166,5.091338531663701,26.54977318327576,134.4057441112648,876.2667023915628,228.89376430873142,335.3585371540426,159.12435922368527,152.8900417051026
55,0.0,0.0,0.0,0.0,0.0,0.0,127.24949166522102,318.66800916647964,91.68276678436962,537.6002676160703,717.0391886182542,-179.43892100218397,8.379717155598943,85.56842376704344,159.02112699553646,127.21690159642918,31.804225399107295,15.902112699553646,318.6840838303352,159.3420419151676,-0.17913845381781357,91.46816655168075,91.55750572349268,91.55750572349268,335.4400096489259,4106.781531365313,3.9189739069666607,159.06186458152627,5204.470793160799,2.1257954900888065,152.8046113072827,91.55750572349268,1.7866648160726,228.67041637920187,875.9769019169374,91.55750572349268,5.089479709471569,26.556006899268652,136.50209481133837,875.9769019169374,228.67041637920158,335.4400096489259,159.06186458152627,152.8046113072827
56,0.0,0.0,0.0,0.0,0.0,0.0,127.22341961018756,318.68328009714236,91.60761014784346,537.5143098551735,716.9110840703428,-179.39677421516933,8.379634246203414,85.55398278810985,159.04193932861256,127.23355146289005,31.808387865722512,15.904193932861256,318.6271484757079,159.31357423785394,-0.08619154434654774,91.39651117015363,91.46816655168075,91.46816655168075,335.45608431278146,4180.224524379451,3.920079573743854,159.02927451273445,5299.382117096942,2.1248466953372267,152.67935024640576,91.46816655168075,1.786121525914806,228.49127792538405,875.6559869973064,91.46816655168075,5.088676063857167,26.557006985861264,138.59911744074543,875.6559869973064,228.49127792538366,335.45608431278146,159.02927451273445,152.67935024640576
57,0.0,0.0,0.0,0.0,0.0,0.0,127.23152509234954,318.62995505677964,91.52394399014582,537.3854241392751,716.6948248083871,-179.30940066911205,8.378886816292127,85.53580451938161,159.08509078005062,127.2680726240405,31.817018156010125,15.908509078005062,318.53103324817204,159.26551662408602,0.009381252873367885,91.36344174034602,91.39651117015362,91.39651117015362,335.399952691347,4253.672262006476,3.920941961836616,159.03940636543692,5394.292775038427,2.12450832757168,152.53990665024304,91.39651117015362,1.7852065945351285,228.4050863810375,875.3843520880652,91.39651117015362,5.089342058515602,26.55226237297566,140.6960014006597,875.3843520880652,228.4050863810371,335.399952691347,159.03940636543692,152.53990665024304
58,0.0,0.0,0.0,0.0,0.0,0.0,127.26076311770231,318.5359793386024,91.4474842981505,537.2442267544552,716.4737956729633,-179.2295689185081,8.377717696993045,85.52135815344103,159.1245244715082,127.29961957720657,31.824904894301643,15.912452447150821,318.4327980768726,159.2163990384363,0.05649279310193833,91.37426097252965,91.36344174034602,91.36344174034602,335.3010308827394,4327.128009235795,3.921153290137772,159.07595389712787,5489.202052133465,2.1248176107732526,152.41247383025083,91.36344174034602,1.784090040028961,228.41446763391087,875.2039262440297,91.36344174034602,5.090722904961619,26.544252770681,142.79230951018923,875.2039262440297,228.4144676339107,335.3010308827394,159.07595389712787,152.41247383025083
59,0.0,0.0,0.0,0.0,0.0,0.0,127.2918482853057,318.4379571399591,91.39705876346781,537.1268641887326,716.2884707034281,-179.16160651469545,8.376468206821846,85.51199061677073,159.1581003944633,127.32648031557065,31.831620078892662,15.915810039446331,318.3504314237458,159.1752157118729,0.058576159476842804,91.39717059472665,91.37426097252964,91.37426097252964,335.1978496210096,4400.591942729388,3.920694249055632,159.11481035663212,5584.110067350377,2.1255035398533586,152.32843127244635,91.37426097252964,1.7829301230354335,228.4709604270128,875.1120516771016,91.37426097252964,5.091984783088262,26.536066506406044,144.8880382589883,875.1120516771016,228.47096042701264,335.1978496210096,159.11481035663212,152.32843127244635
60,0.0,0.0,0.0,0.0,0.0,0.0,127.31955390951762,318.3548077095565,91.3833800889049,537.0577417079791,716.1469993587468,-179.08925765076776,8.375426158196712,85.50573855371896,159.19384865822474,127.3550789265798,31.83876973164495,15.919384865822474,318.28755527055415,159.14377763527708,0.06800793906620584,91.4220158254558,91.39717059472665,91.39717059472665,335.1103239047963,4474.062740110743,3.9199330200838824,159.14944238689702,5679.017008137755,2.126235848337311,152.30563348150818,91.39717059472665,1.7819936039955553,228.52953658648966,875.0949363596922,91.39717059472665,5.093059212622825,26.529202618645485,146.98320181701635,875.0949363596922,228.52953658648948,335.1103239047963,159.14944238689702,152.30563348150818
61,0.0,0.0,0.0,0.0,0.0,0.0,127.34797392316734,318.29091789250424,91.39165439239794,537.0305462080695,716.0575427987546,-179.02699659068514,8.374747662109591,85.50198426138375,159.2246167906872,127.37969343254977,31.844923358137443,15.922461679068721,318.24779679944646,159.12389839972323,0.08175854158150742,91.45128159145958,91.42201582545582,91.42201582545582,335.04307146579396,4547.5387771715305,3.9191948023136542,159.18496740395918,5773.922804980692,2.1268884048139753,152.3194239873299,91.42201582545582,1.7815371733940397,228.59754452555586,875.1450073826397,91.42201582545582,5.094203157063192,26.52396293921285,149.07767244179502,875.1450073826397,228.5975445255557,335.04307146579396,159.18496740395918,152.3194239873299
62,0.0,0.0,0.0,0.0,0.0,0.0,127.3733495306733,318.2499528540994,91.40987125223266,537.0331736370053,716.0299490726911,-178.99677543568578,8.37441302485072,85.50210587272234,159.23955291255345,127.39164233004277,31.847910582510693,15.923955291255345,318.23553292119607,159.117766460598,0.0765032462624049,91.48319671379431,91.45128159145958,91.45128159145958,334.9999503727362,4621.018127438243,3.918574140729747,159.21668691334162,5868.82761724339,2.127481942890534,152.34978542038778,91.45128159145958,1.7814983015012396,228.67930306713737,875.2457257736037,91.45128159145958,5.09518773730199,26.5206497332872,151.1715068497006,875.2457257736037,228.6793030671372,334.9999503727362,159.21668691334162,152.34978542038778
63,0.0,0.0,0.0,0.0,0.0,0.0,127.38798377016889,318.2362539178412,91.4347174557688,537.0589551437789,716.0577166652013,-178.99876152142235,8.374372819382781,85.50583215113858,159.23857130553796,127.39085704443038,31.847714261107594,15.923857130553795,318.24787407342285,159.12393703671137,0.05166158095789797,91.5100717625036,91.48319671379431,91.48319671379431,334.98553043983287,4694.49849969481,3.9180587014467227,159.2349797127111,5963.731951550188,2.1279546693097107,152.39119575961467,91.48319671379431,1.7816942898905452,228.75580631339977,875.367512225559,91.48319671379431,5.095665693201711,26.519627743433006,153.2649848244085,875.367512225559,228.7558063133996,334.98553043983287,159.2349797127111,152.39119575961467
64,0.0,0.0,0.0,0.0,0.0,0.0,127.39028238957809,318.2472930656437,91.46380501058411,537.101380465806,716.1181256511726,-179.01674518536663,8.374575936703447,85.51097166754738,159.22968320954413,127.38374656763531,31.84593664190883,15.922968320954414,318.27472251163226,159.13736125581613,0.0251615777627876,91.52676139440749,91.5100717625036,91.5100717625036,334.99715059541444,4767.977843522024,3.9177105113711375,159.2378529869726,6058.6363172684105,2.1282027158367827,152.43967501764018,91.5100717625036,1.782016673960281,228.80746789435767,875.4821464943857,91.5100717625036,5.0956342817772144,26.520656172785237,155.35839479444454,875.4821464943857,228.8074678943575,334.99715059541444,159.2378529869726,152.43967501764018
65,0.0,0.0,0.0,0.0,0.0,0.0,127.38505373202383,318.2733510393329,91.4915650617358,537.1499698330925,716.2006746810234,-179.0507048479309,8.374939625494953,85.51711495337454,159.2129001844436,127.37032014755489,31.842580036888723,15.921290018444362,318.31141096934374,159.15570548467187,-0.001327978441850064,91.53305178884818,91.52676139440749,91.52676139440749,335.02458004140306,4841.454949979388,3.9175985041432475,159.2313171650298,6153.5409674057055,2.1282144674735255,152.48594176955967,91.52676139440749,1.7824215181462402,228.83262947212046,875.5744684481137,91.52676139440749,5.095349862705413,26.522893542636027,157.4518892512887,875.5744684481137,228.8326294721203,335.02458004140306,159.2313171650298,152.48594176955967
66,0.0,0.0,0.0,0.0,0.0,0.0,127.37326686444868,318.3095079728431,91.51268286133882,537.1954576986307,716.2869726160318,-179.09151491740113,8.37538285779733,85.52289307576925,159.19273323914888,127.3541865913191,31.838546647829777,15.919273323914888,318.3497656071252,159.1748828035626,-0.02369585307565103,91.53252059747145,91.53305178884818,91.53305178884818,335.06263997141383,4914.928999065276,3.9176302580248823,159.21658358056084,6248.446154599803,2.1280498320056234,152.52113810223136,91.53305178884818,1.7828312319695687,228.8313014936786,875.6316631478855,91.53305178884818,5.094812805902197,26.525950914111974,159.5456304274913,875.6316631478855,228.83130149367844,335.06263997141383,159.21658358056084,152.52113810223136
